Numero,Titulo,Autor,Co-autor,Ano-de-Publicacao,Titulo-original,Tradutor,Co-tradutor,Ano-de-edicao,alias,Autor2-alias,Tradutor1-alias,Tradutor2-alias,Titulo-link,Capa,pags,Capa-link,Serie,anterior,seguinte,Livro-isfdb,Livro-isfdb-original,Livro-bibliowiki
197,As Horas de Iraz,L Sprague de Camp,,1973,The Clocks of Iraz,Eurico da Fonseca,,1971,L-Sprague-de-Camp,,Eurico-da-Fonseca,,197-As-Horas-de-Iraz,Lima de Freitas,204,Lima-de-Freitas,,196-A-Invasao-dos-Insectos,198-À-Luz-das-Estrelas,http://www.isfdb.org/cgi-bin/pl.cgi?373592,http://www.isfdb.org/cgi-bin/title.cgi?3251,/index.php/As_Horas_de_Iraz
198,À Luz das Estrelas,Theodore Sturgeon,,1973,Starshine,Eurico da Fonseca,,1966,Theodore-Sturgeon,,Eurico-da-Fonseca,,198-À-Luz-das-Estrelas,Lima de Freitas,161,Lima-de-Freitas,,197-As-Horas-de-Iraz,199-A-ultima-Arma,http://www.isfdb.org/cgi-bin/pl.cgi?373595,http://www.isfdb.org/cgi-bin/title.cgi?37307,/index.php/%C3%80_Luz_das_Estrelas
199,A Última Arma,Algis Budrys,,1974,The Falling Torch,Eurico da Fonseca,,1959,Algis-Budrys,,Eurico-da-Fonseca,,199-A-ultima-Arma,Lima de Freitas,207,Lima-de-Freitas,,198-À-Luz-das-Estrelas,200-As-Maquinas-da-Destruicao,http://www.isfdb.org/cgi-bin/pl.cgi?373231,http://www.isfdb.org/cgi-bin/title.cgi?705,/index.php/A_%C3%9Altima_Arma
200,As Máquinas da Destruição,Fred Saberhagen,,1974,Berserker,Eurico da Fonseca,,1967,Fred-Saberhagen,,Eurico-da-Fonseca,,200-As-Maquinas-da-Destruicao,Lima de Freitas,182,Lima-de-Freitas,,199-A-ultima-Arma,201-Irmao-Assassino,http://www.isfdb.org/cgi-bin/pl.cgi?373594,http://www.isfdb.org/cgi-bin/title.cgi?25732,/index.php/As_M%C3%A1quinas_da_Destrui%C3%A7%C3%A3o
201,Irmão Assassino,Fred Saberhagen,,1974,Brother Assassin,Eurico da Fonseca,,1969,Fred-Saberhagen,,Eurico-da-Fonseca,,201-Irmao-Assassino,Lima de Freitas,193,Lima-de-Freitas,,200-As-Maquinas-da-Destruicao,202-O-Mundo-dos-Homens-Perfeitos,http://www.isfdb.org/cgi-bin/pl.cgi?373599,http://www.isfdb.org/cgi-bin/title.cgi?7211,/index.php/Irm%C3%A3o_Assassino
202,O Mundo dos Homens Perfeitos,John Brunner,,1974,Entry to Elsewhen,Maria Emília Ferros Moura,,1972,John-Brunner,,Maria-Emilia-Ferros-Moura,,202-O-Mundo-dos-Homens-Perfeitos,Lima de Freitas,248,Lima-de-Freitas,,201-Irmao-Assassino,203-Silencio-no-Espaco,http://www.isfdb.org/cgi-bin/pl.cgi?373600,http://www.isfdb.org/cgi-bin/title.cgi?38656,/index.php/O_Mundo_dos_Homens_Perfeitos_(colect%C3%A2nea)
203,Silêncio no Espaço,John Rackam,,1974,Earthstrings,Eurico da Fonseca,,1972,John-Rackam,,Eurico-da-Fonseca,,203-Silencio-no-Espaco,Lima de Freitas,172,Lima-de-Freitas,,202-O-Mundo-dos-Homens-Perfeitos,204-Mundo-Aquatico,http://www.isfdb.org/cgi-bin/pl.cgi?373596,http://www.isfdb.org/cgi-bin/title.cgi?22637,/index.php/Sil%C3%AAncio_no_Espa%C3%A7o
204,Mundo Aquático,Hal Clement,,1974,Ocean on Top,Maria Emília Ferros Moura,,1973,Hal-Clement,,Maria-Emilia-Ferros-Moura,,204-Mundo-Aquatico,Lima de Freitas,201,Lima-de-Freitas,,203-Silencio-no-Espaco,205-Os-Dramaturgos-de-Yan,http://www.isfdb.org/cgi-bin/pl.cgi?373598,http://www.isfdb.org/cgi-bin/title.cgi?3332,/index.php/Mundo_Aqu%C3%A1tico
205,Os Dramaturgos de Yan,John Brunner,,1974,The Dramaturges of Yan,Eurico da Fonseca,,1971,John-Brunner,,Eurico-da-Fonseca,,205-Os-Dramaturgos-de-Yan,Lima de Freitas,211,Lima-de-Freitas,,204-Mundo-Aquatico,206-O-Mundo-dos-Tumulos,http://www.isfdb.org/cgi-bin/pl.cgi?373601,http://www.isfdb.org/cgi-bin/title.cgi?3309,/index.php/Os_Dramaturgos_de_Yan
206,O Mundo dos Túmulos,Clifford D Simak,,1974,Cemetery World,Maria Emília Ferros Moura,,1973,Clifford-D-Simak,,Maria-Emilia-Ferros-Moura,,206-O-Mundo-dos-Tumulos,Lima de Freitas,214,Lima-de-Freitas,,205-Os-Dramaturgos-de-Yan,207-A-Maquina-de-Governar,http://www.isfdb.org/cgi-bin/pl.cgi?373597,http://www.isfdb.org/cgi-bin/title.cgi?11595,/index.php/O_Mundo_dos_T%C3%BAmulos
207,A Máquina de Governar,Philip K Dick,,1974,Vulcan's Hammer,Eurico da Fonseca,,1960,Philip-K-Dick,,Eurico-da-Fonseca,,207-A-Maquina-de-Governar,Lima de Freitas,173,Lima-de-Freitas,,206-O-Mundo-dos-Tumulos,208-O-Amanha-Esta-Muito-Longe,http://www.isfdb.org/cgi-bin/pl.cgi?373602,http://www.isfdb.org/cgi-bin/title.cgi?9606,/index.php/A_M%C3%A1quina_de_Governar
208,O Amanhã Está Muito Longe,James White,,1974,Tomorrow is Too Far,Eurico da Fonseca,,1971,James-White,,Eurico-da-Fonseca,,208-O-Amanha-Esta-Muito-Longe,Lima de Freitas,203,Lima-de-Freitas,,207-A-Maquina-de-Governar,209-Gladiador-da-Lei,http://www.isfdb.org/cgi-bin/pl.cgi?373603,http://www.isfdb.org/cgi-bin/title.cgi?4243,/index.php/O_Amanh%C3%A3_Est%C3%A1_Muito_Longe
209,Gladiador da Lei,Frederik Pohl,C M Kornbluth,1974,Gladiator-at-Law,Eurico da Fonseca,,1955,Frederik-Pohl,C-M-Kornbluth,Eurico-da-Fonseca,,209-Gladiador-da-Lei,Lima de Freitas,214,Lima-de-Freitas,,208-O-Amanha-Esta-Muito-Longe,210-Os-Filhos-dos-Nossos-Filhos,http://www.isfdb.org/cgi-bin/pl.cgi?373623,http://www.isfdb.org/cgi-bin/title.cgi?1873,/index.php/Gladiador_da_Lei
210,Os Filhos dos Nossos Filhos,Clifford D Simak,,1974,Our Children's Children,Eurico da Fonseca,,1974,Clifford-D-Simak,,Eurico-da-Fonseca,,210-Os-Filhos-dos-Nossos-Filhos,Lima de Freitas,207,Lima-de-Freitas,,209-Gladiador-da-Lei,211-Entre-Planetas,http://www.isfdb.org/cgi-bin/pl.cgi?373624,http://www.isfdb.org/cgi-bin/title.cgi?11594,/index.php/Os_Filhos_dos_Nossos_Filhos
211,Entre Planetas,Robert A Heinlein,,1975,Between Planets,Eurico da Fonseca,,1951,Robert-A-Heinlein,,Eurico-da-Fonseca,,211-Entre-Planetas,Lima de Freitas,227,Lima-de-Freitas,,210-Os-Filhos-dos-Nossos-Filhos,212-Corrupcao-nas-Galaxias,http://www.isfdb.org/cgi-bin/pl.cgi?373625,http://www.isfdb.org/cgi-bin/title.cgi?6131,/index.php/Entre_Planetas
212,Corrupção nas Galáxias,Keith Laumer,,1975,Envoy to New Worlds,Eurico da Fonseca,,1963,Keith-Laumer,,Eurico-da-Fonseca,,212-Corrupcao-nas-Galaxias,Lima de Freitas,172,Lima-de-Freitas,,211-Entre-Planetas,213-Os-Homens-das-Estrelas,http://www.isfdb.org/cgi-bin/pl.cgi?373626,http://www.isfdb.org/cgi-bin/title.cgi?36963,/index.php/Corrup%C3%A7%C3%A3o_nas_Gal%C3%A1xias
213,Os Homens das Estrelas,Stuart J Byrne,,1975,Starman,Eurico da Fonseca,,1969,Stuart-J-Byrne,,Eurico-da-Fonseca,,213-Os-Homens-das-Estrelas,Lima de Freitas,208,Lima-de-Freitas,,212-Corrupcao-nas-Galaxias,214-Hospital-no-Espaco,http://www.isfdb.org/cgi-bin/pl.cgi?373627,http://www.isfdb.org/cgi-bin/title.cgi?956638,/index.php/Os_Homens_das_Estrelas
214,Hospital no Espaço,James White,,1975,Hospital Station,Eurico da Fonseca,,1962,James-White,,Eurico-da-Fonseca,,214-Hospital-no-Espaco,Lima de Freitas,199,Lima-de-Freitas,Sector General,213-Os-Homens-das-Estrelas,215-Mundo-sem-Tempo,http://www.isfdb.org/cgi-bin/pl.cgi?373661,http://www.isfdb.org/cgi-bin/title.cgi?4231,/index.php/Hospital_no_Espa%C3%A7o
215,Mundo sem Tempo,Charles Eric Maine,,1975,The Random Factor,Eurico da Fonseca,,1971,Charles-Eric-Maine,,Eurico-da-Fonseca,,215-Mundo-sem-Tempo,Lima de Freitas,259,Lima-de-Freitas,,214-Hospital-no-Espaco,216-Tres-Mundos-e-um-Medico,http://www.isfdb.org/cgi-bin/pl.cgi?373663,http://www.isfdb.org/cgi-bin/title.cgi?910410,/index.php/Mundo_sem_Tempo
216,Três Mundos e um Médico,Murray Leinster,,1975,SOS From Three Worlds,Eurico da Fonseca,,1966,Murray-Leinster,,Eurico-da-Fonseca,,216-Tres-Mundos-e-um-Medico,Lima de Freitas,196,Lima-de-Freitas,Med Service,215-Mundo-sem-Tempo,217-Um-Estranho-Numa-Terra-Estranha-1-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373233,http://www.isfdb.org/cgi-bin/title.cgi?37114,/index.php/Tr%C3%AAs_Mundos_e_um_M%C3%A9dico
217,Um Estranho Numa Terra Estranha 1º volume,Robert A Heinlein,,1975,Stranger in a Strange Land,Eurico da Fonseca,,1961,Robert-A-Heinlein,,Eurico-da-Fonseca,,217-Um-Estranho-Numa-Terra-Estranha-1-volume,Lima de Freitas,204,Lima-de-Freitas,,216-Tres-Mundos-e-um-Medico,218-Um-Estranho-Numa-Terra-Estranha-2-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373234,http://www.isfdb.org/cgi-bin/title.cgi?1095,"/index.php/Um_Estranho_Numa_Terra_Estranha_(LdB,_1975,_1%C2%BA_volume)"
218,Um Estranho Numa Terra Estranha 2º volume,Robert A Heinlein,,1975,Stranger in a Strange Land,Eurico da Fonseca,,1961,Robert-A-Heinlein,,Eurico-da-Fonseca,,218-Um-Estranho-Numa-Terra-Estranha-2-volume,Lima de Freitas,218,Lima-de-Freitas,,217-Um-Estranho-Numa-Terra-Estranha-1-volume,219-Um-Estranho-Numa-Terra-Estranha-3-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373235,http://www.isfdb.org/cgi-bin/title.cgi?1095,"/index.php/Um_Estranho_Numa_Terra_Estranha_(LdB,_1975,_2%C2%BA_volume)"
219,Um Estranho Numa Terra Estranha 3º volume,Robert A Heinlein,,1975,Stranger in a Strange Land,Eurico da Fonseca,,1961,Robert-A-Heinlein,,Eurico-da-Fonseca,,219-Um-Estranho-Numa-Terra-Estranha-3-volume,Lima de Freitas,225,Lima-de-Freitas,,218-Um-Estranho-Numa-Terra-Estranha-2-volume,220-Medico-Espacial,http://www.isfdb.org/cgi-bin/pl.cgi?373665,http://www.isfdb.org/cgi-bin/title.cgi?1095,"/index.php/Um_Estranho_Numa_Terra_Estranha_(LdB,_1975,_3%C2%BA_volume)"
220,Médico Espacial,James White,,1975,Star Surgeon,Eurico da Fonseca,,1963,James-White,,Eurico-da-Fonseca,,220-Medico-Espacial,Lima de Freitas,217,Lima-de-Freitas,Sector General,219-Um-Estranho-Numa-Terra-Estranha-3-volume,221-Eclipse-Total,http://www.isfdb.org/cgi-bin/pl.cgi?373666,http://www.isfdb.org/cgi-bin/title.cgi?4232,/index.php/M%C3%A9dico_Espacial
221,Eclipse Total,John Brunner,,1975,Total Eclipse,Eurico da Fonseca,,1974,John-Brunner,,Eurico-da-Fonseca,,221-Eclipse-Total,Lima de Freitas,214,Lima-de-Freitas,,220-Medico-Espacial,222-A-Cidade-do-Ceu,http://www.isfdb.org/cgi-bin/pl.cgi?374167,http://www.isfdb.org/cgi-bin/title.cgi?984,/index.php/Eclipse_Total
222,A Cidade do Céu,Curt Siodmak,,1976,City in the Sky,Maria Emília Ferros Moura,,1974,Curt-Siodmak,,Maria-Emilia-Ferros-Moura,,222-A-Cidade-do-Ceu,Manuel Dias,235,Manuel-Dias,,221-Eclipse-Total,223-A-Grande-Operacao,http://www.isfdb.org/cgi-bin/pl.cgi?373664,http://www.isfdb.org/cgi-bin/title.cgi?2094,/index.php/A_Cidade_do_C%C3%A9u
223,A Grande Operação,James White,,1976,Major Operation,Eurico da Fonseca,,1971,James-White,,Eurico-da-Fonseca,,223-A-Grande-Operacao,Manuel Dias,208,Manuel-Dias,Sector General,222-A-Cidade-do-Ceu,224-A-arvore-Sagrada,http://www.isfdb.org/cgi-bin/pl.cgi?373657,http://www.isfdb.org/cgi-bin/title.cgi?4233,/index.php/A_Grande_Opera%C3%A7%C3%A3o_(colect%C3%A2nea)
224,A Árvore Sagrada,Ray Bradbury,,1976,The Halloween Tree,Maria Emília Ferros Moura,,1972,Ray-Bradbury,,Maria-Emilia-Ferros-Moura,,224-A-arvore-Sagrada,Manuel Dias,198,Manuel-Dias,,223-A-Grande-Operacao,225-Em-Busca-do-Futuro,http://www.isfdb.org/cgi-bin/pl.cgi?373660,http://www.isfdb.org/cgi-bin/title.cgi?1819,/index.php/A_%C3%81rvore_Sagrada
225,Em Busca do Futuro,A E Van Vogt,,1976,Quest for the Future,Eurico da Fonseca,,1970,A-E-Van-Vogt,,Eurico-da-Fonseca,,225-Em-Busca-do-Futuro,Manuel Dias,227,Manuel-Dias,,224-A-arvore-Sagrada,226-Os-Manipuladores,http://www.isfdb.org/cgi-bin/pl.cgi?373667,http://www.isfdb.org/cgi-bin/title.cgi?21899,/index.php/Em_Busca_do_Futuro_(Vogt)
226,Os Manipuladores,Robert A Heinlein,,1976,The Puppet Masters,Eurico da Fonseca,,1951,Robert-A-Heinlein,,Eurico-da-Fonseca,,226-Os-Manipuladores,Manuel Dias,208,Manuel-Dias,,225-Em-Busca-do-Futuro,227-O-Outro-Lado-do-Tempo,http://www.isfdb.org/cgi-bin/pl.cgi?373658,http://www.isfdb.org/cgi-bin/title.cgi?1358,/index.php/Os_Manipuladores
227,O Outro Lado do Tempo,Clifford D Simak,,1976,Enchanted Pilgrimage,Eurico da Fonseca,,1975,Clifford-D-Simak,,Eurico-da-Fonseca,,227-O-Outro-Lado-do-Tempo,Manuel Dias,225,Manuel-Dias,,226-Os-Manipuladores,228-As-Luzes-do-Ceu-Sao-Estrelas,http://www.isfdb.org/cgi-bin/pl.cgi?373668,http://www.isfdb.org/cgi-bin/title.cgi?11599,/index.php/O_Outro_Lado_do_Tempo
228,As Luzes do Céu São Estrelas,Fredric Brown,,1976,The Lights in the Sky Are Stars,Eurico da Fonseca,,1953,Fredric-Brown,,Eurico-da-Fonseca,,228-As-Luzes-do-Ceu-Sao-Estrelas,Manuel Dias,179,Manuel-Dias,,227-O-Outro-Lado-do-Tempo,229-A-Batalha-da-Eternidade,http://www.isfdb.org/cgi-bin/pl.cgi?373659,http://www.isfdb.org/cgi-bin/title.cgi?1633,/index.php/As_Luzes_do_C%C3%A9u_S%C3%A3o_Estrelas
229,A Batalha da Eternidade,A E Van Vogt,,1976,The Battle of Forever,Eurico da Fonseca,,1971,A-E-Van-Vogt,,Eurico-da-Fonseca,,229-A-Batalha-da-Eternidade,Manuel Dias,194,Manuel-Dias,,228-As-Luzes-do-Ceu-Sao-Estrelas,230-Passaporte-Para-o-Eterno,http://www.isfdb.org/cgi-bin/pl.cgi?373669,http://www.isfdb.org/cgi-bin/title.cgi?22677,/index.php/A_Batalha_da_Eternidade
230,Passaporte Para o Eterno,J G Ballard,,1976,Passport to Eternity,Maria Emília Ferros Moura,,1963,J-G-Ballard,,Maria-Emilia-Ferros-Moura,,230-Passaporte-Para-o-Eterno,Manuel Dias,217,Manuel-Dias,,229-A-Batalha-da-Eternidade,231-Os-Possuidos,http://www.isfdb.org/cgi-bin/pl.cgi?373670,http://www.isfdb.org/cgi-bin/title.cgi?37680,/index.php/Passaporte_Para_o_Eterno
231,Os Possuídos,Frederik Pohl,,1976,A Plague of Pythons,Eurico da Fonseca,,1964,Frederik-Pohl,,Eurico-da-Fonseca,,231-Os-Possuidos,Manuel Dias,178,Manuel-Dias,,230-Passaporte-Para-o-Eterno,232-O-Vale-da-Criacao,http://www.isfdb.org/cgi-bin/pl.cgi?373671,http://www.isfdb.org/cgi-bin/title.cgi?1384,/index.php/Os_Possu%C3%ADdos
232,O Vale da Criação,Edmond Hamilton,,1976,The Valley of Creation,Maria Emília Ferros Moura,,1964,Edmond-Hamilton,,Maria-Emilia-Ferros-Moura,,232-O-Vale-da-Criacao,Manuel Dias,171,Manuel-Dias,,231-Os-Possuidos,233-O-Homem-que-Via-o-Futuro,http://www.isfdb.org/cgi-bin/pl.cgi?373672,http://www.isfdb.org/cgi-bin/title.cgi?453001,/index.php/O_Vale_da_Cria%C3%A7%C3%A3o
233,O Homem que Via o Futuro,Clifford D Simak,,1976,So Bright the Vision,Eurico da Fonseca,,1968,Clifford-D-Simak,,Eurico-da-Fonseca,,233-O-Homem-que-Via-o-Futuro,Manuel Dias,206,Manuel-Dias,,232-O-Vale-da-Criacao,234-O-Homem-dos-Mil-Nomes,http://www.isfdb.org/cgi-bin/pl.cgi?373673,http://www.isfdb.org/cgi-bin/title.cgi?26517,/index.php/O_Homem_que_Via_o_Futuro_(Simak)
234,O Homem dos Mil Nomes,A E Van Vogt,,1977,The Man With a Thousand Names,Eurico da Fonseca,,1974,A-E-Van-Vogt,,Eurico-da-Fonseca,,234-O-Homem-dos-Mil-Nomes,Lou Feck,180,Lou-Feck,,233-O-Homem-que-Via-o-Futuro,235-O-Erro-do-Tempo,http://www.isfdb.org/cgi-bin/pl.cgi?373674,http://www.isfdb.org/cgi-bin/title.cgi?11597,/index.php/O_Homem_dos_Mil_Nomes
235,O Erro do Tempo,John Brunner,,1977,The Wrong End of Time,Maria Emília Ferros Moura,,1971,John-Brunner,,Maria-Emilia-Ferros-Moura,,235-O-Erro-do-Tempo,Manuel Dias,194,Manuel-Dias,,234-O-Homem-dos-Mil-Nomes,236-Equipagem-Espacial,http://www.isfdb.org/cgi-bin/pl.cgi?373634,http://www.isfdb.org/cgi-bin/title.cgi?3310,/index.php/O_Erro_do_Tempo
236,Equipagem Espacial,Robert A Heinlein,,1977,Have Spacesuit - Will Travel,Eurico da Fonseca,,1958,Robert-A-Heinlein,,Eurico-da-Fonseca,,236-Equipagem-Espacial,Manuel Dias,218,Manuel-Dias,,235-O-Erro-do-Tempo,237-Regresso-aos-Ceus,http://www.isfdb.org/cgi-bin/pl.cgi?373628,http://www.isfdb.org/cgi-bin/title.cgi?1811,/index.php/Equipagem_Espacial
237,Regresso aos Céus,Edmond Hamilton,,1977,Return to the Stars,Eurico da Fonseca,,1970,Edmond-Hamilton,,Eurico-da-Fonseca,,237-Regresso-aos-Ceus,Manuel Dias,208,Manuel-Dias,,236-Equipagem-Espacial,238-A-Cratera-da-Morte,http://www.isfdb.org/cgi-bin/pl.cgi?373629,http://www.isfdb.org/cgi-bin/title.cgi?1145,/index.php/Regresso_aos_C%C3%A9us
238,A Cratera da Morte,Clifford D Simak,,1977,Trouble With Tycho,Eurico da Fonseca,,1961,Clifford-D-Simak,,Eurico-da-Fonseca,,238-A-Cratera-da-Morte,Michael Whelan,150,Michael-Whelan,,237-Regresso-aos-Ceus,239-A-Sexta-Parte-do-Mundo,http://www.isfdb.org/cgi-bin/pl.cgi?373632,http://www.isfdb.org/cgi-bin/title.cgi?1040837,/index.php/A_Cratera_da_Morte
239,A Sexta Parte do Mundo,Arthur C Clarke,,1977,The Deep Range,Maria Emília F Moura,,1954,Arthur-C-Clarke,,Maria-Emilia-F-Moura,,239-A-Sexta-Parte-do-Mundo,Manuel Dias,227,Manuel-Dias,,238-A-Cratera-da-Morte,240-Os-Permutadores-de-Mundos,http://www.isfdb.org/cgi-bin/pl.cgi?373630,http://www.isfdb.org/cgi-bin/title.cgi?8531,/index.php/A_Sexta_Parte_do_Mundo
240,Os Permutadores de Mundos,John Brunner,,1977,The World Swappers,Eurico da Fonseca,,1959,John-Brunner,,Eurico-da-Fonseca,,240-Os-Permutadores-de-Mundos,Manuel Dias,184,Manuel-Dias,,239-A-Sexta-Parte-do-Mundo,241-Tigre!-Tigre!,http://www.isfdb.org/cgi-bin/pl.cgi?373631,http://www.isfdb.org/cgi-bin/title.cgi?3289,/index.php/Os_Permutadores_de_Mundos
241,Tigre! Tigre!,Alfred Bester,,1977,The Stars My Destination,Eurico da Fonseca,,1956,Alfred-Bester,,Eurico-da-Fonseca,,241-Tigre!-Tigre!,David Pelham,200,David-Pelham,,240-Os-Permutadores-de-Mundos,242-O-Planeta-de-Shakespeare,http://www.isfdb.org/cgi-bin/pl.cgi?373633,http://www.isfdb.org/cgi-bin/title.cgi?1117,/index.php/Tigre!_Tigre!
242,O Planeta de Shakespeare,Clifford D Simak,,1977,Shakespeare's Planet,Eurico da Fonseca,,1976,Clifford-D-Simak,,Eurico-da-Fonseca,,242-O-Planeta-de-Shakespeare,Manuel Dias,193,Manuel-Dias,,241-Tigre!-Tigre!,243-A-Historia-do-Futuro-1-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373656,http://www.isfdb.org/cgi-bin/title.cgi?11589,/index.php/O_Planeta_de_Shakespeare
243,A História do Futuro 1º volume,Robert A Heinlein,,1977,Time Enough for Love,Eurico da Fonseca,,1973,Robert-A-Heinlein,,Eurico-da-Fonseca,,243-A-Historia-do-Futuro-1-volume,Manuel Dias,250,Manuel-Dias,Future History,242-O-Planeta-de-Shakespeare,244-A-Historia-do-Futuro-2-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373635,http://www.isfdb.org/cgi-bin/title.cgi?1009,"/index.php/A_Hist%C3%B3ria_do_Futuro_(LdB,_1977,_1%C2%BA_volume)"
244,A História do Futuro 2º volume,Robert A Heinlein,,1977,Time Enough for Love,Eurico da Fonseca,,1973,Robert-A-Heinlein,,Eurico-da-Fonseca,,244-A-Historia-do-Futuro-2-volume,Manuel Dias,227,Manuel-Dias,Future History,243-A-Historia-do-Futuro-1-volume,245-A-Historia-do-Futuro-3-volume,http://www.isfdb.org/cgi-bin/pl.cgi?373636,http://www.isfdb.org/cgi-bin/title.cgi?1009,"/index.php/A_Hist%C3%B3ria_do_Futuro_(LdB,_1977,_2%C2%BA_volume)"
245,A História do Futuro 3º volume,Robert A Heinlein,,1977,Time Enough for Love,Eurico da Fonseca,,1973,Robert-A-Heinlein,,Eurico-da-Fonseca,,245-A-Historia-do-Futuro-3-volume,Manuel Dias,245,Manuel-Dias,Future History,244-A-Historia-do-Futuro-2-volume,246-O-Pais-de-Outubro,http://www.isfdb.org/cgi-bin/pl.cgi?373637,http://www.isfdb.org/cgi-bin/title.cgi?1009,"/index.php/A_Hist%C3%B3ria_do_Futuro_(LdB,_1977,_3%C2%BA_volume)"
246,O País de Outubro,Ray Bradbury,,1978,The October Country,Maria Emília Ferros Moura,,1956,Ray-Bradbury,,Maria-Emilia-Ferros-Moura,,246-O-Pais-de-Outubro,Manuel Dias,213,Manuel-Dias,,245-A-Historia-do-Futuro-3-volume,247-Super-Cerebro,http://www.isfdb.org/cgi-bin/pl.cgi?373638,http://www.isfdb.org/cgi-bin/title.cgi?26757,/index.php/O_Pa%C3%ADs_de_Outubro
247,Super-Cérebro,A E Van Vogt,,1978,Supermind,Eurico da Fonseca,,1974,A-E-Van-Vogt,,Eurico-da-Fonseca,,247-Super-Cerebro,Manuel Dias,205,Manuel-Dias,,246-O-Pais-de-Outubro,248-Apocalipse-2000,http://www.isfdb.org/cgi-bin/pl.cgi?373237,http://www.isfdb.org/cgi-bin/title.cgi?39881,/index.php/Super-C%C3%A9rebro
248,Apocalipse 2000,Guy Snyder,,1978,Testament XXI,Eurico da Fonseca,,1973,Guy-Snyder,,Eurico-da-Fonseca,,248-Apocalipse-2000,Frank Kelly Freas,192,Frank-Kelly-Freas,,247-Super-Cerebro,249-Exilados-da-Terra,http://www.isfdb.org/cgi-bin/pl.cgi?373238,http://www.isfdb.org/cgi-bin/title.cgi?198105,/index.php/Apocalipse_2000
249,Exilados da Terra,Ben Bova,,1978,Exiled From Earth,Eurico da Fonseca,,1971,Ben-Bova,,Eurico-da-Fonseca,,249-Exilados-da-Terra,Manuel Dias,187,Manuel-Dias,,248-Apocalipse-2000,250-Para-Alem-do-Futuro,http://www.isfdb.org/cgi-bin/pl.cgi?373239,http://www.isfdb.org/cgi-bin/title.cgi?449,/index.php/Exilados_da_Terra
250,Para Além do Futuro,C M Kornbluth,,1978,Best SF Stories of C M Kornbluth,Eurico da Fonseca,,1968,C-M-Kornbluth,,Eurico-da-Fonseca,,250-Para-Alem-do-Futuro,Manuel Dias,200,Manuel-Dias,,249-Exilados-da-Terra,251-Os-Napoleoes-das-Estrelas,http://www.isfdb.org/cgi-bin/pl.cgi?373639,http://www.isfdb.org/cgi-bin/title.cgi?37187,/index.php/Para_Al%C3%A9m_do_Futuro
251,Os Napoleões das Estrelas,Pierre Barbet,,1978,Les Grognards d'Eridan,Eurico da Fonseca,,1970,Pierre-Barbet,,Eurico-da-Fonseca,,251-Os-Napoleoes-das-Estrelas,Karel Thole,,Karel-Thole,,250-Para-Alem-do-Futuro,252-Os-Abismos-do-Espaco,http://www.isfdb.org/cgi-bin/pl.cgi?373640,http://www.isfdb.org/cgi-bin/title.cgi?4488,/index.php/Os_Napole%C3%B5es_das_Estrelas
252,Os Abismos do Espaço,Fred Hoyle,Geoffrey Hoyle,1978,Into Deepest Space,Eurico da Fonseca,,1974,Fred-Hoyle,Geoffrey-Hoyle,Eurico-da-Fonseca,,252-Os-Abismos-do-Espaco,Manuel Dias,228,Manuel-Dias,,251-Os-Napoleoes-das-Estrelas,253-O-Colosso-Anarquista,http://www.isfdb.org/cgi-bin/pl.cgi?373641,http://www.isfdb.org/cgi-bin/title.cgi?12086,/index.php/Os_Abismos_do_Espa%C3%A7o
253,O Colosso Anarquista,A E Van Vogt,,1978,The Anarchistic Colossus,Eurico da Fonseca,,1977,A-E-Van-Vogt,,Eurico-da-Fonseca,,253-O-Colosso-Anarquista,Manuel Dias,199,Manuel-Dias,,252-Os-Abismos-do-Espaco,254-As-Vozes-de-Marte,http://www.isfdb.org/cgi-bin/pl.cgi?373642,http://www.isfdb.org/cgi-bin/title.cgi?11586,/index.php/O_Colosso_Anarquista
254,As Vozes de Marte,Ray Bradbury,,1978,I Sing the Body Electric,Maria Emília Ferros Moura,,1969,Ray-Bradbury,,Maria-Emilia-Ferros-Moura,,254-As-Vozes-de-Marte,António Pedro,174,Antonio-Pedro,,253-O-Colosso-Anarquista,255-Salvamento-no-Espaco,http://www.isfdb.org/cgi-bin/pl.cgi?373643,http://www.isfdb.org/cgi-bin/title.cgi?38067,/index.php/As_Vozes_de_Marte_(colect%C3%A2nea)
255,Salvamento no Espaço,Cleve Cartmill,,1978,The Space Scavengers,Eurico da Fonseca,,1975,Cleve-Cartmill,,Eurico-da-Fonseca,,255-Salvamento-no-Espaco,António Pedro,200,Antonio-Pedro,,254-As-Vozes-de-Marte,256-Trevas-nas-Estrelas,http://www.isfdb.org/cgi-bin/pl.cgi?373644,http://www.isfdb.org/cgi-bin/title.cgi?39682,/index.php/Salvamento_no_Espa%C3%A7o
256,Trevas nas Estrelas,Edmond Hamilton,,1978,The Haunted Stars,Eurico da Fonseca,,1960,Edmond-Hamilton,,Eurico-da-Fonseca,,256-Trevas-nas-Estrelas,António Pedro,216,Antonio-Pedro,,255-Salvamento-no-Espaco,257-O-Tempo-do-Impossivel,http://www.isfdb.org/cgi-bin/pl.cgi?373646,http://www.isfdb.org/cgi-bin/title.cgi?452591,/index.php/Trevas_nas_Estrelas
